V_app,L,k_fac,dT_max,Pin
0.02,0.007827586,1,49.96013704,5.142176453
0.097241379,0.007517241,1,100.7194017,145.5252804
0.022758621,0.007827586,1,49.96386168,6.67081325
0.025517241,0.007827586,1,49.96799236,8.403440651
0.1,0.007517241,1,104.8942502,155.1757236
0.028275862,0.007827586,1,49.97251401,10.34253314
0.031034483,0.007827586,1,49.97741214,12.49086022
0.033793103,0.007827586,1,49.98267278,14.85149008
0.036551724,0.007827586,1,49.98828249,17.42779418
0.039310345,0.007827586,1,49.99422832,20.22345195
0.042068966,0.007827586,1,50.00157846,23.24245623
0.044827586,0.007827586,1,50.2806904,26.48911874
0.047586207,0.007827586,1,50.97975331,29.96807636
0.050344828,0.007827586,1,52.03043053,33.68429776
0.053103448,0.007827586,1,53.38312319,37.64309036
0.055862069,0.007827586,1,55.00072679,41.85010828
0.05862069,0.007827586,1,56.85526658,46.31135993
0.06137931,0.007827586,1,58.92510211,51.03321676
0.064137931,0.007827586,1,61.19328985,56.02242273
0.066896552,0.007827586,1,63.64643362,61.28610352
0.069655172,0.007827586,1,66.27361375,66.83177682
0.072413793,0.007827586,1,69.06601412,72.66736305
0.075172414,0.007827586,1,72.01627923,78.80119685
0.077931034,0.007827586,1,75.11820916,85.2420383
0.080689655,0.007827586,1,78.36671194,91.99908647
0.083448276,0.007827586,1,81.7571717,99.0819919
0.086206897,0.007827586,1,85.28574242,106.5008705
0.088965517,0.007827586,1,88.94932355,114.266318
0.091724138,0.007827586,1,92.74443991,122.3894255
0.094482759,0.007827586,1,96.668666,130.8817949
0.02,0.008137931,1,49.96160739,4.946076515
0.022758621,0.008137931,1,49.96519465,6.416417848
0.097241379,0.007827586,1,100.7193155,139.7555554
0.1,0.007827586,1,104.8941507,149.0233808
0.025517241,0.008137931,1,49.96917297,8.082970485
0.028275862,0.008137931,1,49.97352784,9.948114545
0.031034483,0.008137931,1,49.97824529,12.01451391
0.033793103,0.008137931,1,49.98331189,14.28511978
0.036551724,0.008137931,1,49.98871469,16.76317502
0.039310345,0.008137931,1,49.99444121,19.45221875
0.042068966,0.008137931,1,50.00158807,22.35609155
0.044827586,0.008137931,1,50.2807078,25.4789407
0.047586207,0.008137931,1,50.97972416,28.82522627
0.050344828,0.008137931,1,52.03046118,32.39972742
0.053103448,0.008137931,1,53.38311396,36.20754917
0.055862069,0.008137931,1,55.00072002,40.25413004
0.05862069,0.008137931,1,56.85526889,44.54524929
0.06137931,0.008137931,1,58.92507664,49.08703539
0.064137931,0.008137931,1,61.19331513,53.88597512
0.066896552,0.008137931,1,63.64639727,58.9489224
0.069655172,0.008137931,1,66.27363479,64.28310824
0.072413793,0.008137931,1,69.06594058,69.896151
0.075172414,0.008137931,1,72.01626712,75.79606733
0.077931034,0.008137931,1,75.1182201,81.99128364
0.080689655,0.008137931,1,78.36671773,88.49064779
0.083448276,0.008137931,1,81.75723877,95.30344239
0.086206897,0.008137931,1,85.28588919,102.4393976
0.088965517,0.008137931,1,88.94933086,109.9087049
0.091724138,0.008137931,1,92.74445655,117.7220327
0.094482759,0.008137931,1,96.66864624,125.8905403
0.02,0.008448276,1,49.96304617,4.764383919
0.097241379,0.008137931,1,100.7193273,134.4258942
0.022758621,0.008448276,1,49.966499,6.18071272
0.025517241,0.008448276,1,49.97032822,7.786045065
0.1,0.008137931,1,104.8943326,143.340285
0.028275862,0.008448276,1,49.97451989,9.582673639
0.031034483,0.008448276,1,49.97906056,11.57316447
0.033793103,0.008448276,1,49.98393728,13.76036035
0.036551724,0.008448276,1,49.98913761,16.14738501
0.039310345,0.008448276,1,49.99464952,18.73764757
0.042068966,0.008448276,1,50.00159244,21.53484753
0.044827586,0.008448276,1,50.28069527,24.54297982
0.047586207,0.008448276,1,50.9797119,27.76634065
0.050344828,0.008448276,1,52.03043679,31.20953365
0.053103448,0.008448276,1,53.38310508,34.8774763
0.055862069,0.008448276,1,55.00068018,38.77540733
0.05862069,0.008448276,1,56.85524608,42.9088937
0.06137931,0.008448276,1,58.92508895,47.28383874
0.064137931,0.008448276,1,61.19331765,51.90649097
0.066896552,0.008448276,1,63.6464381,56.78345251
0.069655172,0.008448276,1,66.27356239,61.92168873
0.072413793,0.008448276,1,69.06594035,67.32853815
0.075172414,0.008448276,1,72.01622712,73.01172292
0.077931034,0.008448276,1,75.11814426,78.97935989
0.080689655,0.008448276,1,78.36669725,85.23997189
0.083448276,0.008448276,1,81.75721805,91.80250055
0.086206897,0.008448276,1,85.28575739,98.67631858
0.088965517,0.008448276,1,88.94917933,105.8712431
0.091724138,0.008448276,1,92.74435209,113.3975505
0.094482759,0.008448276,1,96.66859939,121.2659901
0.02,0.008758621,1,49.964381,4.595567176
0.097241379,0.008448276,1,100.719309,129.4877999
0.022758621,0.008758621,1,49.96770911,5.961711104
0.025517241,0.008758621,1,49.97140002,7.510161601
0.1,0.008448276,1,104.8942932,138.0747228
0.028275862,0.008758621,1,49.97544027,9.243130117
0.031034483,0.008758621,1,49.97981693,11.16309176
0.033793103,0.008758621,1,49.9845175,13.27278858
0.036551724,0.008758621,1,49.98952997,15.57523366
0.039310345,0.008758621,1,49.99484279,18.07371529
0.042068966,0.008758621,1,50.00159204,20.77180189
0.044827586,0.008758621,1,50.28069096,23.67334685
0.047586207,0.008758621,1,50.9797351,26.78249415
0.050344828,0.008758621,1,52.03041242,30.10368429
0.053103448,0.008758621,1,53.38308385,33.64166052
0.055862069,0.008758621,1,55.00072292,37.40147594
0.05862069,0.008758621,1,56.85521939,41.38850025
0.06137931,0.008758621,1,58.92509288,45.60842763
0.064137931,0.008758621,1,61.19330887,50.06728515
0.066896552,0.008758621,1,63.64640676,54.77144094
0.069655172,0.008758621,1,66.27357121,59.72761365
0.072413793,0.008758621,1,69.06593932,64.94288203
0.075172414,0.008758621,1,72.01611491,70.42469416
0.077931034,0.008758621,1,75.11820099,76.18087939
0.080689655,0.008758621,1,78.36662113,82.21965876
0.083448276,0.008758621,1,81.7571994,88.54965685
0.086206897,0.008758621,1,85.28579371,95.17991434
0.088965517,0.008758621,1,88.94930292,102.1199004
0.091724138,0.008758621,1,92.74444315,109.3795275
0.094482759,0.008758621,1,96.66845299,116.9691638
0.02,0.009068966,1,49.96555957,4.438304429
0.097241379,0.008758621,1,100.7192782,124.8996494
0.022758621,0.009068966,1,49.96877756,5.757698189
0.1,0.008758621,1,104.89425,133.1823107
0.025517241,0.009068966,1,49.97234634,7.253159892
0.028275862,0.009068966,1,49.97625291,8.92682531
0.031034483,0.009068966,1,49.98048475,10.78108486
0.033793103,0.009068966,1,49.98502978,12.81858674
0.036551724,0.009068966,1,49.98987641,15.04224094
0.039310345,0.009068966,1,49.99501343,17.45522322
0.042068966,0.009068966,1,50.00158812,20.06097989
0.044827586,0.009068966,1,50.28069677,22.86323246
0.047586207,0.009068966,1,50.97973265,25.86598312
0.050344828,0.009068966,1,52.03044914,29.07352041
0.053103448,0.009068966,1,53.38308848,32.49042525
0.055862069,0.009068966,1,55.00071883,36.12157783
0.05862069,0.009068966,1,56.8552494,39.9721641
0.06137931,0.009068966,1,58.92507641,44.04768336
0.064137931,0.009068966,1,61.19323086,48.35395646
0.066896552,0.009068966,1,63.64641284,52.89713359
0.069655172,0.009068966,1,66.27351457,57.68370348
0.072413793,0.009068966,1,69.06597341,62.72050265
0.075172414,0.009068966,1,72.01617507,68.01472428
0.077931034,0.009068966,1,75.11819281,73.57392982
0.080689655,0.009068966,1,78.3666714,79.40605899
0.083448276,0.009068966,1,81.7570702,85.51944128
0.086206897,0.009068966,1,85.28576332,91.92280761
0.088965517,0.009068966,1,88.94927428,98.62530383
0.091724138,0.009068966,1,92.74441995,105.6365022
0.094482759,0.009068966,1,96.66854566,112.966417
0.02,0.00937931,1,49.96672186,4.291448775
0.097241379,0.009068966,1,100.7191339,120.6255166
0.022758621,0.00937931,1,49.96983124,5.567186128
0.025517241,0.00937931,1,49.97327959,7.013165649
0.1,0.009068966,1,104.8940889,128.6247406
